,Condition,State,City,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,SINGLE_OWNER,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY,HOURS_OF_USE,FORKLIFT_TYPE,HAS_POWER_TRIM,ENGINE_QUANTITY,BEAM,OPERATING_WEIGHT,LINE,WEIGHT,DRAFT,INTERNAL_DIAMETER,MAX_POWER,Price_MXN
MLM805027726,used,Distrito Federal,Benito Juárez,Usado,,,,4x4,Sí,,Mercedes-Benz,5.0,nan,Gasolina,87225.0,Clase M,Automática,5p ML 350 aut,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,345000.0
MLM803834694,used,Distrito Federal,Gustavo A. Madero,Usado,,,,Delantera,nan,,Volvo,4.0,nan,Gasolina,73500.0,Otros Modelos,Automática,Otras Versiones,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,189000.0
MLM802061774,used,Distrito Federal,Azcapotzalco,Usado,,,,Trasera,Sí,,Ford,4.0,3500,Gasolina,72419.0,F-150,Automática,XL CREW CAB 4X2,2014.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,255000.0
MLM795717684,used,Puebla,Puebla,Usado,,,,Delantera,nan,3456.0,Toyota,5.0,nan,Gasolina,19200.0,Sienna,Automática,3.5 Le At,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,449000.0
MLM794679245,used,Distrito Federal,Tlalpan,Usado,,,,Delantera,nan,1193.0,Dodge,4.0,nan,Gasolina,210.0,Attitude,Automática,1.2 Sxt At Cvt,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,199900.0
MLM805073352,used,Distrito Federal,Tlalpan,Usado,,,,Delantera,nan,1984.0,Volkswagen,5.0,nan,Gasolina,7000.0,Golf GTI,Automática,2.0 Dsg Navegación Piel At,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,518500.0
MLM787842021,used,Estado De México,Tlalnepantla de Baz,Usado,,,,Delantera,Sí,,Chevrolet,5.0,nan,Gasolina,66669.0,Spark,Manual,1.2 Lt Mt,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,93900.0
MLM770876687,used,Estado De México,Cuautitlán Izcalli,Usado,,,,Delantera,Sí,,Toyota,5.0,nan,Eléctrico,80403.0,Prius,Automática,1.8 Premium Cvt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,290000.0
MLM779824621,used,Puebla,Puebla,Usado,,,,4x2,nan,3497.0,Ford,4.0,nan,Gasolina,15000.0,F-150,Automática,3.5 Doble Cabina V6 4x2 At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,427000.0
MLM766082979,used,Distrito Federal,Gustavo A. Madero,Usado,,,,Delantera,Sí,,Jeep,5.0,nan,Gasolina,80884.0,Patriot,Automática,2.4 Sport 4x2 At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,204000.0
MLM781636601,used,Nuevo León,San Pedro Garza García,Usado,4255.0,5.0,220.0,Delantera,Sí,1984.0,Volkswagen,5.0,2.0,Gasolina,80000.0,Golf GTI,Automática,2.0 Dsg Navegación Piel At,2017.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,333000.0
MLM814829147,used,Distrito Federal,Gustavo A. Madero,Usado,4630.0,4.0,158.0,Delantera,Sí,1996.0,Honda,4.0,2.0,Gasolina,12600.0,Civic,Manual,2.0 Ex Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,284900.0
MLM805861854,used,Distrito Federal,Gustavo A. Madero,Usado,,,,Delantera,Sí,,Toyota,5.0,nan,Híbrido/Gasolina,29000.0,Prius,Automática,c,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,295000.0
MLM805532438,used,Distrito Federal,Gustavo A. Madero,Usado,4453.0,5.0,118.0,Delantera,Sí,1498.0,Honda,5.0,1.5,Gasolina,6000.0,BR-V,Automática,1.5 Prime Cvt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,332400.0
MLM806086767,used,Estado De México,Metepec,Usado,,,,Delantera,nan,1991.0,Mercedes-Benz,4.0,nan,Gasolina,76000.0,Clase CLA,Automática,2.0 250 Cgi Sport At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,359000.0
MLM800625211,used,Estado De México,Ecatepec de Morelos,Usado,,,,nan,nan,,Mini,4.0,nan,Gasolina,86000.0,Clubman,nan,Clubman s,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,149000.0
MLM794810566,used,Estado De México,Tlalnepantla de Baz,Usado,,,,4x4,nan,2500.0,Nissan,5.0,nan,Gasolina,87000.0,Rogue,Automática,2.5 Sl 2wd Piel Cvt,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,129000.0
MLM799676218,used,Nuevo León,San Pedro Garza García,Usado,,,,Integral,nan,1984.0,Volkswagen,3.0,nan,Gasolina,10000.0,Golf,Automática,2.0 Tsi 4motion Dsg,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,760000.0
MLM792864533,used,Jalisco,Guadalajara,Usado,5258.0,,188.0,4x4,Sí,2489.0,Nissan,2.0,2.5,Diésel,50000.0,NP300 Frontier,Automática,2.5 Le Diesel Aa 4x4 At,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,469000.0
MLM805525825,used,Puebla,San Andrés Cholula,Usado,,,,4x4,nan,,Baic,5.0,nan,Gasolina,36000.0,BJ40,Automática,TOP,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,385000.0
MLM796423846,used,Estado De México,Toluca,Usado,,,,Delantera,nan,2400.0,Volvo,2.0,nan,Gasolina,72000.0,C30,Manual,2.4 Kinetic L5 Turbo 6vel Mt,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,159000.0
MLM807375288,used,Estado De México,Huixquilucan,Usado,,,,Delantera,Sí,,Kia,4.0,nan,Gasolina,28400.0,Forte,Automática,2.0 Ex At,2018.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,179500.0
MLM799382855,used,San Luis Potosí,San Luis Potosí,Usado,,,,nan,nan,,Porsche,2.0,nan,Gasolina,10000.0,Boxster,nan,Gts,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,1370000.0
MLM803839892,used,Estado De México,Atizapán De Zaragoza,Usado,4698.0,,,Delantera,Sí,2000.0,Mercedes-Benz,2.0,2.0,Gasolina,40000.0,Clase E,Manual,2.0 250 Cgi Convertible Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,410000.0
MLM798109686,used,Guanajuato,Celaya,Usado,4440.0,5.0,,4x4,Sí,2000.0,Kia,5.0,2.0,Gasolina,46000.0,Sportage,Automática,2.0 Ex At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,259000.0
MLM793622166,used,Distrito Federal,Azcapotzalco,Usado,,,,Trasera,nan,1991.0,Mercedes-Benz,4.0,nan,Gasolina,52000.0,Clase C,Automática,2.0 200 Cgi Exclusive At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,305000.0
MLM810521772,used,Hidalgo,Mineral De La Reforma,Usado,,,,nan,nan,,Renault,4.0,nan,Gasolina,22000.0,Oroch,Manual,ZE,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,225000.0
MLM804998249,used,Distrito Federal,Alvaro Obregón,Usado,,,,nan,nan,,Fod Mustang  Fastback,2.0,nan,Gasolina,1000.0,GT 289,Automática,nan,1965.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,1500000.0
MLM793282461,used,Michoacán,Morelia,Usado,,,,nan,nan,,Hyundai,0.0,nan,Gasolina,11265.0,Tucson,nan,5P LIMITED TECH NAVI L4/2.0 AUT,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,479000.0
MLM807705881,new,Yucatán,Mérida,Nuevo,,,,nan,nan,200.0,KINGWAY,nan,nan,Gasolina,0.0,Otros Modelos,nan,nan,2020.0,nan,nan,Motocarros,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,50400.0
MLM804711101,not_specified,Puebla,Amozoc,,,,,nan,nan,,Nacional,nan,nan,nan,,Oficina,nan,nan,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,75000.0
MLM751983052,new,Hidalgo,Pachuca De Soto,Nuevo,,,,4x2,Sí,,RAM,2.0,"4 cilindros, 1.6-16V S0HC",Gasolina,0.0,700,Manual,RAM 700 SLT Regular Cab,2020.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,241900.0
MLM812525609,used,Chiapas,Tuxtla Gutiérrez,Usado,4450.0,5.0,,4x4,Sí,2000.0,Subaru,5.0,2.0,Gasolina,91000.0,XV,Manual,2.0 I Sport Mt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,189900.0
MLM808978515,used,Tlaxcala,Apizaco,Usado,,,,nan,nan,750.0,Honda,nan,nan,nan,19265.0,SHADOW VT750,nan,nan,2007.0,No,Honda,Chopper,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,64900.0
MLM802484375,used,Estado De México,Tlalnepantla de Baz,Usado,4061.0,5.0,110.0,Delantera,Sí,1598.0,SEAT,5.0,1.6,Gasolina,36000.0,Ibiza,Manual,1.6 Style 5p Mt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,209000.0
MLM798469927,used,Distrito Federal,Coyoacán,Usado,,4.0,115.0,Delantera,Sí,1600.0,Chevrolet,4.0,1.6,Gasolina,66000.0,Sonic,Automática,1.6 Ls L4 Man At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,119900.0
MLM781282044,used,Distrito Federal,Coyoacán,Usado,,,,Delantera,nan,1400.0,Audi,5.0,nan,Gasolina,48000.0,A3,Automática,1.4 Ambiente At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239500.0
MLM775970669,used,Guanajuato,León,Usado,,,,nan,nan,,SEAT,4.0,nan,Gasolina,96321.0,Leon,nan,León STYLE 2010,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,110000.0
MLM797891612,used,Puebla,Puebla,Usado,4691.0,2.0,,Trasera,Sí,3600.0,Cadillac,2.0,3.6,Gasolina,2850.0,ATS,Automática,3.6 Coupe V At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,780000.0
MLM797255001,used,Estado De México,Tlalnepantla de Baz,Usado,,,,4x2,nan,2300.0,Ford,2.0,nan,Gasolina,48523.0,Ranger,Manual,2.3 Xl Gasolina Mt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,255500.0
MLM797268696,used,Aguascalientes,Aguascalientes,Usado,,,,nan,nan,,Kenworth,nan,nan,nan,250000.0,T370,Automática,nan,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,790000.0
MLM796594247,used,Morelos,Cuernavaca,Usado,4385.0,5.0,211.0,4x4,Sí,2000.0,Audi,5.0,2.0,Gasolina,78000.0,Q3,Automática,2.0 Elite 211hp At,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,255000.0
MLM794681718,used,Distrito Federal,Tlalpan,Usado,,,,Delantera,nan,1500.0,Honda,5.0,nan,Gasolina,41000.0,Fit,Automática,1.5 Hit L4 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,169900.0
MLM774492139,used,Sinaloa,Mazatlán,Usado,,,,Delantera,nan,3500.0,Nissan,4.0,nan,Gasolina,55000.0,Maxima,Automática,3.5 Exclusive Cvt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,369000.0
MLM803813061,used,Jalisco,Zapopan,Usado,4281.0,5.0,290.0,Delantera,Sí,1984.0,SEAT,5.0,2.0,Gasolina,57000.0,Leon,Automática,2.0 L T Cupra At 5p,2016.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,320000.0
MLM793614907,used,Jalisco,Tlaquepaque,Usado,,,,nan,nan,1200.0,Harley-Davidson,nan,nan,Gasolina,10400.0,Sportster Forty Eight 1200,nan,nan,2016.0,nan,nan,Chopper,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,179900.0
MLM764530273,new,Estado De México,Atizapán De Zaragoza,Nuevo,5354.0,4.0,164.0,4x2,Sí,2488.0,Ford,4.0,2.5,Gasolina,0.0,Ranger,Manual,2.5 Xlt Cabina Doble 4x2 Mt,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,481500.0
MLM782537849,used,Distrito Federal,Miguel Hidalgo,Usado,,,,Delantera,nan,,Volkswagen,5.0,nan,Gasolina,47277.0,Polo,Automática,5p Startline L4/1.6 Aut,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,175000.0
MLM795085597,used,Distrito Federal,Coyoacán,Usado,,,,4x4,nan,5654.0,Jeep,5.0,nan,Gasolina,30000.0,Grand Cherokee,Automática,5.7 Limited Lujo 4x4 At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,769000.0
MLM796844035,used,Jalisco,Guadalajara,Usado,,,,4x2,Sí,,Volkswagen,4.0,nan,Gasolina,37000.0,Jetta,Automática,2.5 Comfortline Tiptronic At,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,275000.0
MLM798889173,used,Distrito Federal,Cuajimalpa De Morelos,Usado,,,,Delantera,nan,,Audi,4.0,nan,Gasolina,95515.0,A6,Automática,4p 3.0L Elite Multitronic,2005.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,145000.0
MLM802028042,used,Estado De México,Coacalco de Berriozabal,Usado,,,,Delantera,nan,,Chevrolet,5.0,nan,Gasolina,37370.0,Trax,Automática,5p LTZ L4/1.8 Aut,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,228000.0
MLM803603160,used,Morelos,Cuernavaca,Usado,,5.0,,4x4,Sí,3000.0,Audi,5.0,3.0,Gasolina,89000.0,Q7,Automática,3.0 Elite Quattro Tiptronic At,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,245000.0
MLM798465901,used,Distrito Federal,Coyoacán,Usado,,4.0,103.0,Delantera,Sí,1600.0,Chevrolet,4.0,1.6,Gasolina,65000.0,Aveo,Manual,1.6 Ltz L4 Man Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,114900.0
MLM796869021,used,Veracruz,Xalapa,Usado,,5.0,,4x4,Sí,4800.0,Porsche,5.0,4.8,Gasolina,40000.0,Cayenne,Automática,4.8 V8 Tiptronic S At,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,489000.0
MLM795142514,used,Coahuila,Torreón,Usado,,,,4x4,nan,6162.0,GMC,2.0,nan,Gasolina,67900.0,Sierra,Automática,6.2 Denali Dvd At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,670000.0
MLM794944916,used,Aguascalientes,Aguascalientes,Usado,4550.0,5.0,201.0,Delantera,Sí,2000.0,Acura,4.0,2.0,Gasolina,79000.0,ILX,Automática,2.0 Premium At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,195000.0
MLM793147109,used,Distrito Federal,Miguel Hidalgo,Usado,4426.0,2.0,610.0,4x4,Sí,5204.0,Audi,2.0,5.3,Gasolina,7000.0,R8,Automática,5.3 V10 Coupe Plus S-tronic Dsg,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,2799000.0
MLM792333671,used,Distrito Federal,Miguel Hidalgo,Usado,,,,Delantera,nan,1390.0,Volkswagen,5.0,nan,Gasolina,28000.0,Golf,Automática,1.4 Highline Dsg At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,318500.0
MLM807297894,used,Querétaro,Querétaro,Usado,4471.0,,115.0,Delantera,Sí,1598.0,RAM,4.0,1.6,Gasolina,57000.0,700,Manual,1.6 Club Cab Adventure Mt,2017.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,212000.0
MLM771401396,used,Nuevo León,San Pedro Garza García,Usado,,,,4x4,nan,5300.0,Chevrolet,5.0,nan,Gasolina,73000.0,Suburban,Automática,D Piel Aa Dvd Qc 4x4 At,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,279900.0
MLM793529931,used,Estado De México,Atizapán De Zaragoza,Usado,,,,4x4,nan,3000.0,BMW,5.0,nan,Gasolina,49000.0,X5,Automática,3.0 Xdrive 35i M Sport L6 T At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,549000.0
MLM774438373,used,Estado De México,Tlalnepantla de Baz,Usado,,,,4x4,nan,3000.0,Audi,4.0,nan,Gasolina,105000.0,A7,Automática,3.0 Elite S Tronic Quattro Dsg,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,319900.0
MLM790938557,used,Aguascalientes,Aguascalientes,Usado,,,,Delantera,nan,1984.0,Volkswagen,4.0,nan,Gasolina,45000.0,Jetta,Manual,2.0 Fest Mt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,183000.0
MLM798108782,used,Guanajuato,Celaya,Usado,4492.0,5.0,106.0,Delantera,Sí,1598.0,Nissan,4.0,1.6,Gasolina,19000.0,Versa,Manual,1.6 Advance Mt,2018.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,156000.0
MLM794650058,used,Distrito Federal,Miguel Hidalgo,Usado,,5.0,,4x4,Sí,2400.0,Jeep,5.0,2.4,Gasolina,60000.0,Patriot,Automática,2.4 Limited L4 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,203000.0
MLM780908864,new,Distrito Federal,Tlalpan,Nuevo,3827.0,5.0,106.0,Delantera,Sí,1598.0,Nissan,5.0,1.6,Gasolina,0.0,March,Manual,1.6 Sr Navi Mt,2020.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,275900.0
MLM808176678,used,Distrito Federal,Tláhuac,Usado,,,,Delantera,nan,1598.0,Nissan,4.0,nan,Gasolina,32547.0,Versa,Manual,1.6 Drive Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,147000.0
MLM805848943,used,Distrito Federal,Venustiano Carranza,Usado,,,,Delantera,Sí,,Mitsubishi,5.0,2.0,Gasolina,64000.0,ASX,Automática,Se,2014.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,159900.0
MLM794663960,used,Distrito Federal,Azcapotzalco,Usado,,,,Delantera,nan,,Renault,4.0,nan,Gasolina,7985.0,Kwid,Manual,OUTSIDER,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,175000.0
MLM803436197,used,Estado De México,Ecatepec de Morelos,Usado,4493.0,,101.0,Delantera,nan,1600.0,Volkswagen,2.0,1.6,Gasolina,78000.0,Saveiro,Manual,1.6 Starline Mt,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,136500.0
MLM781376969,used,Nuevo León,Monterrey,Usado,,,,4x2,nan,,Dodge,5.0,nan,Gasolina,50407.0,Caravan,Automática,SE,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,270000.0
MLM809323965,used,Distrito Federal,Gustavo A. Madero,Usado,,,,Integral,Sí,,Smart,2.0,1.0,Gasolina,50000.0,Fortwo,Automática,1.0 COUPE FLASHLIGHT  PIEL NAV,2015.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,149800.0
MLM808244254,used,Estado De México,Tlalnepantla de Baz,Usado,,4.0,,Delantera,Sí,1600.0,Chevrolet,4.0,1.6,Gasolina,72000.0,Sonic,Manual,A 5vel Aa Mt,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,99000.0
MLM795670441,used,Guanajuato,León,Usado,,,,Trasera,nan,2000.0,Lincoln,4.0,nan,Gasolina,120000.0,MKZ,Manual,2.0 High Mt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,235000.0
MLM789355263,used,Estado De México,Tlalnepantla de Baz,Usado,4884.0,4.0,,Trasera,Sí,3600.0,Chrysler,4.0,3.6,Gasolina,68000.0,200,Manual,3.6 200c Advance Mt,2015.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,229500.0
MLM803289760,used,Distrito Federal,Benito Juárez,Usado,4255.0,5.0,140.0,Delantera,Sí,1390.0,Volkswagen,5.0,1.4,Gasolina,41610.0,Golf,Manual,1.4 Trendline Mt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,185000.0
MLM763122803,used,Estado De México,Acolman,Usado,,,95.4162,6x4,Sí,,International,nan,nan,nan,340000.0,ProStar,Manual,nan,2015.0,No,cummins isx 450,nan,nan,80000.0,,nan,nan,,nan,,nan,nan,nan,nan,nan,925000.0
MLM794648308,used,San Luis Potosí,San Luis Potosí,Usado,4586.0,5.0,188.0,Delantera,Sí,1496.0,Honda,5.0,1.5,Gasolina,25000.0,CR-V,Automática,1.5 Touring Cvt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,385000.0
MLM782467381,used,Distrito Federal,Miguel Hidalgo,Usado,,,,Delantera,nan,3000.0,Mercedes-Benz,2.0,nan,Gasolina,39000.0,Clase E,Manual,3.0 Coupe 400 Cgi Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,419900.0
MLM811940743,not_specified,Nuevo León,Monterrey,,3.0,,,nan,nan,,RDN,nan,nan,nan,,RDN3,nan,nan,2020.0,No,nan,nan,nan,1.5,,nan,nan,,nan,,nan,nan,nan,nan,nan,38500.0
MLM810074660,used,Querétaro,Querétaro,Usado,5890.0,4.0,,4x4,Sí,3500.0,Ford,4.0,3.5,Gasolina,126000.0,Lobo,Manual,3.5 Lariat Cabina Doble 4x4 Mt,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,328000.0
MLM798792386,used,Distrito Federal,Cuajimalpa De Morelos,Usado,,,,nan,nan,,BMW,4.0,nan,Gasolina,109135.0,74OIA NV3,Automática,BLINDADO,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,350000.0
MLM802078212,used,Distrito Federal,Miguel Hidalgo,Usado,4255.0,5.0,230.0,Delantera,Sí,1984.0,Volkswagen,5.0,2.0,Gasolina,2880.0,Golf GTI,Automática,2.0 Dsg Navegación Piel At,2020.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,509500.0
MLM792814513,used,Querétaro,San Juan Del Río,Usado,,4.0,,Delantera,Sí,2400.0,Chrysler,4.0,2.4,Gasolina,99000.0,Stratus,Manual,2.4 Le Mt,2004.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,42000.0
MLM804252343,used,Distrito Federal,Coyoacán,Usado,,,,Delantera,nan,1798.0,Nissan,4.0,nan,Gasolina,19000.0,Sentra,Manual,1.8 Advance Mt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,229500.0
MLM809496797,used,Nuevo León,Monterrey,Usado,,,,nan,nan,,Tesla,4.0,nan,Gasolina,19000.0,Model 3 Long Range,nan,Auto Pilot 2019,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,1049000.0
MLM808028203,used,Estado De México,Metepec,Usado,4652.0,5.0,200.0,Delantera,nan,2000.0,Volkswagen,4.0,2.0,Gasolina,67000.0,Jetta Clásico,Automática,2.0 Sport Tiptronic Qc At,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,123000.0
MLM806644183,used,Estado De México,Tlalnepantla de Baz,Usado,,,,Trasera,nan,,Chevrolet,2.0,nan,Gasolina,56000.0,Silverado,Automática,2500 CAB REG AUT AC,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,215000.0
MLM806264991,used,Estado De México,Huixquilucan,Usado,,,,nan,nan,1000.0,CAN AM DEFENDER,nan,nan,nan,2000.0,DEFENDER MAX HD10,nan,nan,2020.0,nan,ROTAX,CAN AM DEFENDER MAX XT HD10,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,360000.0
MLM784331915,new,Distrito Federal,Benito Juárez,Nuevo,,,,nan,nan,500.0,Honda,nan,nan,Gasolina,0.0,CMX500,nan,nan,2020.0,nan,nan,Chopper,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,153500.0
MLM792487292,used,Distrito Federal,Tlalpan,Usado,,,,Delantera,nan,1591.0,Kia,5.0,nan,Gasolina,58139.0,Rio,Manual,1.6 Ex Hatchback Mt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,185000.0
MLM768881689,used,Guanajuato,Apaseo El Alto,Usado,,,,nan,nan,,Dodge,5.0,nan,Gasolina,56000.0,Grand Caravan,nan,Gran caravan,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,152000.0
MLM766615892,new,Estado De México,Ecatepec de Morelos,Nuevo,,,,Delantera,Sí,,Volkswagen,4.0,1.6,Gasolina,0.0,Virtus,Automática,tiptronic,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,309990.0
MLM782461402,used,Distrito Federal,Miguel Hidalgo,Usado,,,,Trasera,nan,1997.0,BMW,2.0,nan,Gasolina,8900.0,Serie 2,Automática,2.0 220ia At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,559900.0
MLM771619765,not_specified,Distrito Federal,Gustavo A. Madero,,,,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,70000.0
MLM780879685,not_specified,Nuevo León,General Bravo,,16.15,,,nan,nan,,ATRO,nan,nan,nan,,2018,nan,nan,2017.0,No,nan,nan,nan,30000.0,,nan,nan,,nan,,nan,nan,nan,nan,nan,343000.0
